company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Robinhood Markets Inc,5057828127,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,15055800.0,2022-12-31,39,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Roblox Corp,4297288103,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,315140.0,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Roblox Corp,4297288103,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,14924300.0,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Rockwell Medical Inc (Pre-Reincorporation),4295914740,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2480632.0,2020-12-31,56,P1Y,Clarity AI,,G,
Saga Pure ASA,5000699570,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,462143.0,2022-12-31,54,P1Y,Clarity AI,2022-12-31 00:00:00,G,Norway
Savannah Energy PLC,5043332835,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2897000.0,2022-12-31,53,P1Y,Clarity AI,2022-12-31 00:00:00,G,United Kingdom
Scentre Group Ltd,5000036825,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2733570.0,2022-12-31,52,P1Y,Clarity AI,2022-12-31 00:00:00,G,Australia
Sight Sciences Inc,5036352098,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,5749620.0,2022-12-31,54,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Skillsoft Corp,5069474752,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,8055850.0,2022-12-31,43,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Skywater Technology Inc,5080044663,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,1624250.0,2022-12-31,58,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Sprinklr Inc,5037351993,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,8101700.0,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,G,
Taboola.com Ltd,4298108559,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,129929.0,2022-12-31,55,P1Y,Clarity AI,2022-12-31 00:00:00,G,Israel
Taboola.com Ltd,4298108559,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3349400.0,2022-12-31,55,P1Y,Clarity AI,2022-12-31 00:00:00,G,Israel
Taskus Inc,5059241909,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3790520.0,2022-12-31,39,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Telesis Bio Inc,5057828183,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2308450.0,2022-12-31,44,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Tenaya Therapeutics Inc,5052537650,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,5567400.0,2022-12-31,43,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Unior dd,4296842337,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,213550.0,2022-12-31,53,P1Y,Clarity AI,2022-12-31 00:00:00,G,Slovenia
United Community Financial Corp,4295915250,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3442836.0,2020-12-31,41,P1Y,Clarity AI,,G,United States
United Community Financial Corp,4295915250,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,49799.0,2020-12-31,41,P1Y,Clarity AI,,G,United States
Universal Music Group Inc,5000283908,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,49731800.0,2022-12-31,41,P1Y,Clarity AI,2022-12-31 00:00:00,G,
Vera Therapeutics Inc,5079115565,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,4106630.0,2022-12-31,53,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Viacom Inc,4295913071,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,94989.0,2020-12-31,54,P1Y,Clarity AI,,G,United States
Viacom Inc,4295913071,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,38995655.0,2020-12-31,54,P1Y,Clarity AI,,G,United States
Viant Technology Inc,5050640219,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3900000.0,2022-12-31,48,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Vincerx Pharma Inc,5073341405,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,1279970.0,2022-12-31,42,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Waterstone Financial Inc (Pre-Reincorporation),4295902505,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,1473801.0,2020-12-31,38,P1Y,Clarity AI,,G,
Waterstone Financial Inc (Pre-Reincorporation),4295902505,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,82138.0,2020-12-31,38,P1Y,Clarity AI,,G,
Werewolf Therapeutics Inc,5067952090,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2474900.0,2022-12-31,47,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Wheels Up Experience Inc,5081128827,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,8650750.0,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Wheels Up Experience Inc,5081128827,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,102860.0,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Ziprecruiter Inc,5043459833,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,106363.0,2022-12-31,48,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Ziprecruiter Inc,5043459833,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2810570.0,2022-12-31,48,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
Zynerba Pharmaceuticals Inc,4296164911,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,1881400.0,2022-12-31,49,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
agilon health inc,5080032629,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,8039170.0,2022-12-31,55,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
agilon health inc,5080032629,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,68505.0,2022-12-31,55,P1Y,Clarity AI,2022-12-31 00:00:00,G,United States
2Seventy Bio Inc,5081079448,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,6078510.0,2022-12-31,4,P1Y,Clarity AI,2022-12-31 00:00:00,G,
AMC Entertainment Inc,4295903321,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,5503.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
AMC Entertainment Inc,4295903321,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,20926785.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
AT&T Corp,4295903035,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,89399.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
AT&T Corp,4295903035,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,20320917.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
Alkermes Inc,4295905472,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,8064292.0,2020-12-31,6,P1Y,Clarity AI,,G,United States
Alkermes Inc,4295905472,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,176703.0,2020-12-31,6,P1Y,Clarity AI,,G,United States
Anika Therapeutics Inc (Pre-Reincorporation),4295905565,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,10029434.0,2020-12-31,7,P1Y,Clarity AI,,G,
Anika Therapeutics Inc (Pre-Reincorporation),4295905565,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,105864.0,2020-12-31,7,P1Y,Clarity AI,,G,
Arcellx Inc,5052143148,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,14120100.0,2022-12-31,5,P1Y,Clarity AI,2022-12-31 00:00:00,G,
Aurora Innovation Inc,5074032415,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3850740.0,2022-12-31,4,P1Y,Clarity AI,2022-12-31 00:00:00,G,
BJ's Wholesale Club Inc,4295903099,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,16157250.0,2020-12-31,6,P1Y,Clarity AI,,G,United States
BJ's Wholesale Club Inc,4295903099,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,11072.0,2020-12-31,6,P1Y,Clarity AI,,G,United States
BRC Inc,5026327812,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,4219220.0,2022-12-31,5,P1Y,Clarity AI,2022-12-31 00:00:00,G,
CBL & Associates LP,5000068924,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,71828.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
CBL & Associates LP,5000068924,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,3455604.0,2020-12-31,3,P1Y,Clarity AI,,G,United States
Cadence Bancorp LLC,5001210825,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,2316877.0,2020-12-31,3,P1Y,Clarity AI,,G,
Cadence Bancorp LLC,5001210825,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,69081.0,2020-12-31,3,P1Y,Clarity AI,,G,
Caesars Entertainment Inc (Delaware),4295912231,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,13692480.0,2020-12-31,5,P1Y,Clarity AI,,G,United States
Caesars Entertainment Inc (Delaware),4295912231,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,24653.0,2020-12-31,5,P1Y,Clarity AI,,G,United States
Canadian Nexus Team Ventures Corp,4295917325,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,40000.0,2020-12-31,4,P1Y,Clarity AI,,G,Canada
Cardtronics PLC,4298009952,float,REPORTED,Total annual compensation for the highest paid individual (normally the CEO).,CEO_ANNUAL_COMPENSATION,USD,5336213.0,2020-12-31,5,P1Y,Clarity AI,,G,United States
Cardtronics PLC,4298009952,float,REPORTED,"Median annual compensation for the entire company, excluding the highest paid employee.",ANNUAL_MEDIAN_COMPENSATION,USD,61633.0,2020-12-31,5,P1Y,Clarity AI,,G,United States
