company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Smurfit Kappa Acquisitions Unlimited Co,4296239449,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,9413.0,2020-12-31,55,P1Y,Clarity AI,2020-12-31 00:00:00,S,Ireland
Smurfit Kappa Acquisitions Unlimited Co,4296239449,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,9090.0,2021-12-31,55,P1Y,Clarity AI,2021-12-31 00:00:00,S,Ireland
Societa Iniziative Autostradali e Servizi SpA,4295875638,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1475.0,2018-12-31,50,P1Y,Clarity AI,,S,Italy
Spicers Ltd,4295858435,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1.0,2018-12-31,56,P1Y,Clarity AI,,S,Australia
Telecom Italia Mobile SpA,5000025542,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,8866.39,2022-12-31,56,P1Y,Clarity AI,2022-12-31 00:00:00,S,
Tiger Resources Ltd,4295858204,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,0.0,2018-12-31,38,P1Y,Clarity AI,,S,Australia
Universal Music Group Inc,5000283908,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,351.0,2022-12-31,41,P1Y,Clarity AI,2022-12-31 00:00:00,S,
WRKCO Inc,5045870157,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,11.0,2017-12-31,44,P1Y,Clarity AI,,S,United States
Westfield Corp,5042366999,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,43.33,2017-12-31,40,P1Y,Clarity AI,,S,Australia
Criteria Caixa SAU,5037086832,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1895.0,2020-12-31,8,P1Y,Clarity AI,2020-12-31 00:00:00,S,Spain
HeidelbergCement Finance Luxembourg SA,5036874979,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,9136.98,2020-12-31,5,P1Y,Clarity AI,2020-12-31 00:00:00,S,Luxembourg
Italcementi Fabbriche Riunite Cemento SpA Bergamo,4295875753,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,9729.71,2021-12-31,6,P1Y,Clarity AI,2021-12-31 00:00:00,S,Italy
Newmont Mining Corporation of Canada Ltd,5037120041,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,930.0,2017-12-31,7,P1Y,Clarity AI,,S,Canada
Repsol SA,4295889563,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1117.58,2021-12-31,347,P1Y,Clarity AI,2021-12-31 00:00:00,S,Spain
Repsol SA,4295889563,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1513.68,2022-12-31,347,P1Y,Clarity AI,2022-12-31 00:00:00,S,Spain
Acciona SA,4295889303,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,165764.0,2021-12-31,329,P1Y,Clarity AI,,S,Spain
Fluidra SA,4295889265,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,979.3,2021-12-31,329,P1Y,Clarity AI,2021-12-31 00:00:00,S,Spain
Acciona SA,4295889303,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,509671.0,2019-12-31,329,P1Y,Clarity AI,,S,Spain
Fluidra SA,4295889265,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,2391.84,2020-12-31,329,P1Y,Clarity AI,2020-12-31 00:00:00,S,Spain
Fluidra SA,4295889265,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,541.75,2019-12-31,329,P1Y,Clarity AI,,S,Spain
Fluidra SA,4295889265,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,406.26,2022-12-31,329,P1Y,Clarity AI,2022-12-31 00:00:00,S,Spain
Acciona SA,4295889303,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,41039.85,2020-12-31,329,P1Y,Clarity AI,,S,Spain
Acciona SA,4295889303,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,484453.0,2018-12-31,329,P1Y,Clarity AI,,S,Spain
Fluidra SA,4295889265,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,860.62,2018-12-31,329,P1Y,Clarity AI,,S,Spain
Sasol Ltd,4295889096,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,91.7,2021-12-31,306,P1Y,Clarity AI,2021-12-31 00:00:00,S,South Africa
Sasol Ltd,4295889096,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,4524.64,2022-12-31,306,P1Y,Clarity AI,2022-12-31 00:00:00,S,South Africa
Paragon Banking Group PLC,4295894027,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,8.0,2022-12-31,305,P1Y,Clarity AI,2022-12-31 00:00:00,S,United Kingdom
Paragon Banking Group PLC,4295894027,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,0.0,2021-12-31,305,P1Y,Clarity AI,2021-12-31 00:00:00,S,United Kingdom
Telefonica SA,5000062703,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,24588.57,2022-12-31,302,P1Y,Clarity AI,2022-12-31 00:00:00,S,Spain
Telefonica SA,5000062703,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,327309.42,2021-12-31,302,P1Y,Clarity AI,,S,Spain
Telefonica SA,5000062703,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,3892.0,2020-12-31,302,P1Y,Clarity AI,2020-12-31 00:00:00,S,Spain
Banco Santander SA,8589934205,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,23648.4,2021-12-31,301,P1Y,Clarity AI,2021-12-31 00:00:00,S,Spain
Banco Santander SA,8589934205,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,24775.44,2022-12-31,301,P1Y,Clarity AI,2022-12-31 00:00:00,S,Spain
Banco Santander SA,8589934205,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,26740.0,2020-12-31,301,P1Y,Clarity AI,,S,Spain
SGS SA,4295890647,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,20.37,2022-12-31,301,P1Y,Clarity AI,2022-12-31 00:00:00,S,Switzerland
Gail (India) Ltd,4295873202,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,0.0,2017-12-31,300,P1Y,Clarity AI,,S,India
Gail (India) Ltd,4295873202,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,16.0,2021-12-31,300,P1Y,Clarity AI,,S,India
Gail (India) Ltd,4295873202,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,11.0,2020-12-31,300,P1Y,Clarity AI,2020-12-31 00:00:00,S,India
Diageo PLC,4295894791,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1040.75,2021-12-31,298,P1Y,Clarity AI,2021-12-31 00:00:00,S,United Kingdom
Diageo PLC,4295894791,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1186.55,2020-12-31,298,P1Y,Clarity AI,2020-12-31 00:00:00,S,United Kingdom
Boliden AB,4295890178,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,894.04,2020-12-31,295,P1Y,Clarity AI,2020-12-31 00:00:00,S,Sweden
Ferrovial SA,4295889649,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,35.32,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,S,Spain
Absa Group Ltd,4295888679,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,416.0,2017-12-31,295,P1Y,Clarity AI,,S,South Africa
Cemex SAB de CV,5000057902,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1297.0,2022-12-31,295,P1Y,Clarity AI,2022-12-31 00:00:00,S,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1127.0,2020-12-31,295,P1Y,Clarity AI,2020-12-31 00:00:00,S,Mexico
Absa Group Ltd,4295888679,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,124.0,2020-12-31,295,P1Y,Clarity AI,2020-12-31 00:00:00,S,South Africa
Ferrovial SA,4295889649,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,41.66,2020-12-31,295,P1Y,Clarity AI,,S,Spain
Boliden AB,4295890178,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,723.0,2022-12-31,295,P1Y,Clarity AI,2022-12-31 00:00:00,S,Sweden
Absa Group Ltd,4295888679,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,185.0,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,S,South Africa
Cemex SAB de CV,5000057902,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1469.0,2021-12-31,295,P1Y,Clarity AI,,S,Mexico
Boliden AB,4295890178,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,741.22,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,S,Sweden
Ferrovial SA,4295889649,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,53425.54,2018-12-31,295,P1Y,Clarity AI,,S,Spain
Canacol Energy Ltd,4296418449,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,45.19,2020-12-31,295,P1Y,Clarity AI,,S,Canada
Far Eastern New Century Corp,4295892119,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1608.15,2020-12-31,293,P1Y,Clarity AI,,S,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1007.84,2021-12-31,293,P1Y,Clarity AI,2021-12-31 00:00:00,S,"Taiwan, China"
Indo Tambangraya Megah Tbk PT,4295874335,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,0.0,2020-12-31,292,P1Y,Clarity AI,2020-12-31 00:00:00,S,Indonesia
Indo Tambangraya Megah Tbk PT,4295874335,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,665.92,2021-12-31,292,P1Y,Clarity AI,2021-12-31 00:00:00,S,Indonesia
OMV AG,4295859007,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,1326.85,2020-12-31,290,P1Y,Clarity AI,,S,Austria
OMV AG,4295859007,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,0.0,2021-12-31,290,P1Y,Clarity AI,2021-12-31 00:00:00,S,Austria
OMV AG,4295859007,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,4009.83,2022-12-31,290,P1Y,Clarity AI,2022-12-31 00:00:00,S,Austria
CP All PCL,4295893157,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,18355.59,2021-12-31,289,P1Y,Clarity AI,,S,Thailand
Swire Properties Ltd,4298361589,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,982.5,2021-12-31,289,P1Y,Clarity AI,2021-12-31 00:00:00,S,"Hong Kong SAR, China"
Swire Properties Ltd,4298361589,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,3207.5,2020-12-31,289,P1Y,Clarity AI,,S,"Hong Kong SAR, China"
Swire Properties Ltd,4298361589,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,2086.5,2022-12-31,289,P1Y,Clarity AI,2022-12-31 00:00:00,S,"Hong Kong SAR, China"
Vantiva SA,4295868255,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,31.89,2020-12-31,286,P1Y,Clarity AI,2020-12-31 00:00:00,S,France
Vantiva SA,4295868255,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,967.21,2021-12-31,286,P1Y,Clarity AI,2021-12-31 00:00:00,S,France
Acer Inc,4295892104,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,182.0,2021-12-31,285,P1Y,Clarity AI,2021-12-31 00:00:00,S,"Taiwan, China"
Kumba Iron Ore Ltd,4295888504,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,658.0,2021-12-31,285,P1Y,Clarity AI,2021-12-31 00:00:00,S,South Africa
Owens Corning,4295904703,float,REPORTED,"Total working days lost by the workforce (employees and contractors), due to some form of incapacity, including occupational diseases and injuries.",LOSTWORKINGDAYS,Number of days,5507.0,2022-12-31,285,P1Y,Clarity AI,2022-12-31 00:00:00,S,United States
